#{"t_start": 1780462071.1563911, "env_id": "None"}
r,l,t
-164.849571,24,11332.543145
-105.755451,16,11337.227204
-167.655553,54,11346.104043
-47.510624,1,11349.140923
-66.523344,4,11352.496435
-114.478835,19,11357.515046
-55.448176,10,11361.546183
-51.690094,1,11364.594122
388.752772,250,11395.031339
-13.482442,250,11422.618412
1.10917,81,11431.58027
396.565906,80,11443.343051
164.909057,172,11462.361999
278.357288,161,11483.052865
-50.442237,2,11486.191084
368.580149,140,11504.46931
317.521771,178,11524.117351
-128.758393,25,11529.786859
-49.574505,1,11532.819767
434.253438,241,11562.292995
205.579191,64,11569.408587
179.828247,166,11587.792433
-126.081007,39,11595.026834
-77.750912,8,11598.810472
147.275431,134,11616.490936
-54.114529,1,11619.525775
-95.195235,21,11624.770873
-93.242491,10,11628.771578
-53.102104,1,11631.807463
-125.215055,17,11636.555645
-52.339527,1,11639.611031
-46.795903,8,11643.428247
-53.711384,1,11646.485809
-52.846848,1,11649.53828
-183.432819,45,11657.384644
129.482965,71,11668.133024
615.980746,150,11687.527436
-122.811795,33,11691.230089
-47.376495,1,11694.249495
-49.724548,1,11697.289285
303.17266,183,11720.342437
-57.782429,17,11725.100889
10.751508,45,11732.95646
408.301088,171,11754.712265
441.920022,250,11782.289732
372.776083,206,11804.977554
24.758259,250,11832.547745
381.339363,131,11847.008388
12.041748,214,11870.62692
-51.586536,1,11873.669846
427.330774,201,11898.694145
375.317363,187,11922.246195
485.797486,163,11943.124619
-96.308659,72,11951.121772
-52.619892,1,11954.15873
-52.888023,1,11957.21545
-51.994022,1,11960.258959
206.515801,175,11982.361172
-57.123238,2,11985.472533
-30.949811,53,11994.198802
206.570958,28,12000.184211
-66.006964,33,12003.892765
-196.89662,67,12014.189218
-37.660906,96,12027.702581
-20.011817,183,12050.73105
-52.973625,1,12053.79689
-51.893997,1,12056.83553
-61.188964,3,12060.055868
-52.626087,1,12063.100233
-54.34277,1,12066.167666
207.022361,250,12096.662595
311.675011,99,12107.666376
338.18477,72,12115.658101
-96.337803,10,12116.845946
794.128354,212,12143.211032
286.235062,86,12152.734338
-93.554314,33,12156.455019
-77.468149,14,12160.933809
3.513859,76,12172.204297
-35.455127,213,12198.567869
-53.440056,1,12201.602502
-53.876476,1,12204.617859
-49.663265,1,12207.654053
491.045573,250,12238.063133
398.912414,159,12255.608189
263.863018,92,12265.788273
94.258182,250,12293.453561
421.849689,172,12312.425653
324.536119,103,12323.83034
-315.717655,101,12335.006458
-54.502094,1,12338.046336
-114.871392,182,12360.974123
205.503005,103,12375.226623
422.43661,250,12402.829931
376.814475,149,12419.25489
474.075038,171,12438.145635
463.349097,232,12463.690198
417.029156,112,12476.042646
597.740861,250,12503.574054
40.451492,129,12517.830898
228.928093,20,12522.956393
242.871412,38,12527.199703
-12.720757,95,12537.71072
