#{"t_start": 1780426186.3061235, "env_id": "None"}
r,l,t
-54.007584,1,6112.351848
-51.193047,1,6115.395407
-49.687954,1,6118.437769
-51.327576,1,6121.484028
-50.518658,1,6124.528237
-53.810356,1,6127.549359
-50.285671,1,6130.562242
-117.197376,74,6141.615558
-51.253735,1,6144.661842
-72.404035,5,6148.121024
-52.8465,1,6151.157254
-115.821007,71,6161.881864
-53.632511,1,6164.897013
-120.642278,44,6172.677771
290.17498,250,6203.062319
159.578168,246,6230.207725
-3.90122,27,6233.262462
143.543734,65,6243.345862
-91.490971,60,6250.015135
-110.966682,31,6256.343345
346.693335,175,6278.512681
-53.280979,1,6281.542436
-52.716972,1,6284.571012
-53.977856,1,6287.608711
-50.305145,1,6290.644668
-52.93943,1,6293.668357
-52.564831,1,6296.705337
499.282892,250,6327.401063
-442.336604,247,6354.934876
-90.893476,26,6360.736396
354.499567,56,6369.921598
201.735157,49,6375.427603
274.308171,250,6403.224689
496.497943,230,6428.799284
242.939586,191,6450.063937
644.482749,218,6477.20124
-89.556559,66,6484.562649
-50.133274,1,6487.607711
180.008468,153,6507.548204
-47.058824,5,6511.010572
-52.182846,1,6514.042711
-237.490186,101,6528.153826
-51.007912,1,6531.186723
116.665467,126,6548.041399
-52.321056,1,6551.064939
-61.023161,3,6554.319468
513.611854,250,6584.974108
80.448116,101,6596.237407
-52.621944,1,6599.267877
-51.583344,1,6602.30414
-52.531548,1,6605.34507
79.379528,250,6636.014992
361.010234,91,6646.119879
-4.624029,138,6661.301515
-52.197643,1,6664.344129
-54.563309,1,6667.390085
-39.23591,136,6685.295987
-49.604828,1,6688.322806
-50.935959,1,6691.350935
-50.296173,1,6694.363028
-63.938814,16,6699.044555
-333.526562,164,6720.124184
-54.505623,1,6723.140347
51.417499,105,6737.628216
284.48222,64,6747.644896
59.004599,219,6771.841581
-54.45237,1,6774.865671
-53.310135,1,6777.911478
-52.551838,1,6780.950824
-53.554722,1,6783.977732
-54.000275,1,6786.991063
-52.973606,1,6790.025111
-74.659199,5,6793.485745
269.937818,148,6812.669337
510.663917,250,6840.261636
-55.845061,8,6841.21254
-50.663612,1,6844.241924
-50.972969,1,6847.273852
-53.772079,1,6850.28668
-50.415722,1,6853.329939
-49.784584,1,6856.372711
-52.564877,1,6859.374225
-53.124821,1,6862.398421
-51.413811,1,6865.419885
-50.253521,1,6868.442451
-54.029362,1,6871.503881
-159.488696,188,6895.12974
-51.308567,1,6898.170024
-47.280449,1,6901.187324
116.624018,238,6930.343516
-53.737083,1,6933.366006
332.739252,250,6963.779274
275.438272,169,6982.477342
-54.042534,1,6985.490283
-53.978241,1,6988.531878
196.052968,142,7007.07391
326.465572,250,7034.623896
-63.194033,34,7038.40688
-51.007439,1,7041.423492
-51.582043,1,7044.474593
-54.221001,1,7047.512418
-51.76791,1,7050.535295
-51.053604,1,7053.568904
-53.078075,1,7056.595356
307.792737,247,7086.582558
-53.232399,1,7089.582097
-51.34148,1,7092.617987
-53.874134,1,7095.64787
-52.100548,1,7098.645081
539.87777,246,7128.692336
104.782581,199,7150.675391
221.858492,176,7172.939437
214.331042,83,7184.975061
384.22908,164,7203.12558
-113.274529,18,7208.024841
-52.44241,1,7211.067767
-51.628292,1,7214.086857
141.14322,113,7229.424962
-34.94752,17,7234.198337
-51.163857,1,7237.22639
-51.652847,1,7240.251328
-92.404754,12,7244.489169
-52.539856,1,7247.522215
-52.149087,2,7250.650556
-49.895307,8,7254.413423
-51.227917,1,7257.439592
-49.740147,1,7260.478198
-114.260117,14,7264.941188
16.637582,250,7295.435686
-45.260638,11,7296.734919
-53.636944,1,7299.770247
-49.784649,1,7302.804404
-50.917828,1,7305.812799
462.065063,137,7323.857753
64.413359,175,7343.151543
251.131039,136,7361.101067
-50.836351,67,7371.445303
65.703728,125,7388.082282
-89.413731,19,7393.107547
-51.104805,1,7396.147573
159.327806,94,7409.387896
-53.732147,1,7412.40367
-54.422295,1,7415.434397
-53.602825,1,7418.460975
-74.364389,154,7438.308547
-179.054726,40,7445.622948
-52.259197,1,7448.677079
-52.978199,1,7451.726913
434.676993,183,7474.773183
-131.762358,25,7477.583359
393.283917,93,7490.774781
83.996582,165,7509.013632
-93.06261,14,7513.499422
34.287164,48,7521.734684
-51.816437,1,7524.758894
-53.700413,1,7527.770167
-37.898972,42,7535.292029
-53.046852,1,7538.321679
-59.393482,3,7541.595203
147.204379,130,7558.84977
-51.67989,1,7561.897543
-67.889892,4,7565.263698
-54.240929,1,7568.298684
-54.473457,1,7571.315427
232.616253,41,7578.711454
325.6528,230,7604.054789
-22.728027,108,7616.026363
-53.338539,1,7619.056351
-53.175636,1,7622.091386
-53.865494,1,7625.108982
-53.605049,1,7628.167617
-80.966872,7,7631.857404
-0.290948,75,7643.024028
-52.38448,1,7646.061244
-53.30307,1,7649.056268
-155.141335,28,7655.063376
444.28029,220,7682.270252
-152.762655,44,7690.019465
227.175067,152,7709.737933
401.452417,250,7737.366296
-697.566708,192,7758.595097
-107.528463,11,7762.736086
-52.16259,1,7765.768083
-53.230499,1,7768.813961
-17.19809,30,7775.05969
334.214488,172,7796.890024
-167.105348,37,7803.874631
-51.685711,1,7806.913716
-49.761795,1,7809.938699
-25.145922,137,7827.871869
-56.161872,3,7831.124987
-51.900127,1,7834.128017
194.290233,180,7856.905537
28.973544,106,7871.473651
-54.366371,1,7874.496412
-53.352757,1,7877.528239
-49.680202,1,7880.540056
-52.159744,1,7883.592187
-53.163548,1,7886.638106
-49.712154,1,7889.684397
-49.822674,1,7892.703701
-53.789616,1,7895.750008
330.236925,147,7914.870401
-37.867016,67,7922.295765
-52.138493,1,7925.349916
-50.855968,1,7928.376958
-50.988777,1,7931.408449
155.253998,144,7950.253011
-50.286358,1,7953.275769
375.505693,170,7974.988894
-52.664581,1,7978.003754
23.089851,115,7993.554241
-52.22958,1,7996.580251
-50.7715,1,7999.618469
-50.361938,1,8002.641742
-50.470047,1,8005.659957
-52.786568,1,8008.685604
-53.037918,1,8011.734111
504.73732,188,8035.298883
379.236133,250,8062.841546
-96.319786,15,8064.542287
-109.091227,56,8073.57853
131.815757,150,8093.026928
-51.426571,1,8096.055843
352.959783,98,8109.774304
284.199343,226,8134.671089
-56.828028,41,8142.056882
-54.279228,1,8145.105533
293.847423,250,8175.5218
85.761666,107,8187.361094
-50.114109,1,8190.389658
-54.60599,5,8193.871724
78.974696,75,8205.052143
-49.84029,1,8208.093089
-51.035728,1,8211.122155
-54.366737,1,8214.158986
344.348376,128,8231.140324
-287.772174,107,8242.932471
-84.964911,7,8246.636655
-53.762455,1,8249.691538
-51.972565,1,8252.71203
262.543889,179,8275.328666
191.341728,183,8295.502193
-120.130562,13,8299.868759
-53.48196,1,8302.915471
-52.373104,1,8305.94898
-50.629063,1,8308.985196
-52.928478,1,8312.02106
-52.659321,1,8315.060825
-52.263222,1,8318.080513
-51.184177,1,8321.135236
-54.59325,1,8324.198899
276.251701,77,8335.611126
272.785165,194,8356.995011
443.737838,193,8381.186608
-160.121734,63,8388.154495
-134.056774,58,8397.470483
-53.556732,1,8400.504656
-54.130184,1,8403.536378
-92.336065,11,8407.663145
-51.5751,1,8410.693967
-52.842503,1,8413.719315
75.242502,104,8428.088387
-53.054394,1,8431.088269
-53.924461,1,8434.121238
149.112372,87,8446.63125
-50.798874,1,8449.671646
-50.450504,1,8452.692321
-52.87785,1,8455.693768
-50.582367,1,8458.726338
-51.169365,1,8461.784049
-53.3964,1,8464.8095
2.021641,15,8469.381977
-54.028656,1,8472.400595
-50.718166,1,8475.437824
-50.522041,1,8478.473187
-361.424224,154,8498.303148
-96.679819,19,8503.323249
