#{"t_start": 1780352783.8458261, "env_id": "None"}
r,l,t
40.152086,242,3271.640519
-65.580521,74,3282.712726
-281.592723,67,3293.035034
-58.260608,5,3296.552691
-58.021887,21,3301.791857
-53.732452,1,3304.82237
-52.497746,17,3309.605494
190.619765,194,3334.065493
-53.995198,13,3335.566167
-53.705505,1,3338.597119
193.979443,138,3356.863397
-53.976814,1,3359.899756
-50.167809,1,3362.942066
22.314754,110,3378.07472
-51.150646,1,3381.140193
-52.232159,1,3384.180794
-54.099224,1,3387.225235
-54.700154,8,3391.01299
-51.676235,1,3394.036446
-52.764935,1,3397.048388
-93.627274,16,3401.751949
120.674052,165,3423.051766
-50.044521,1,3426.084606
-54.290981,1,3429.131503
-51.525757,1,3432.16412
-53.585468,1,3435.222312
-53.931225,1,3438.230629
-52.187973,1,3441.27027
-131.78045,23,3446.713932
-54.277065,1,3449.743743
-51.751266,1,3452.770358
3.863683,33,3459.320072
-53.9744,1,3462.362102
0.730677,107,3477.181634
-53.837399,1,3480.188555
-51.255379,1,3483.218725
134.678497,117,3499.164449
-54.270339,112,3514.541409
-90.05277,104,3529.035554
-69.3905,86,3541.538527
-36.916187,14,3546.039998
-54.207947,1,3549.068193
-53.776241,1,3552.110171
-54.482624,1,3555.131212
-43.56915,5,3558.587662
37.209057,141,3577.308499
41.772159,108,3592.200697
-53.805958,1,3595.237328
-53.270386,1,3598.260635
-62.337108,41,3605.741618
-53.275589,1,3608.753096
-52.237762,1,3611.758232
-51.221004,1,3614.807017
-52.146233,1,3617.865052
-53.57412,1,3620.914833
-54.239933,1,3623.948971
-50.474854,1,3626.986894
-53.669792,1,3630.022128
-53.833157,1,3633.057778
-53.784199,1,3636.074311
-54.224182,1,3639.101066
-51.133587,1,3642.109019
156.072753,142,3660.876667
-54.159042,1,3663.915103
-65.040344,7,3667.628667
18.677867,162,3688.586093
-81.893961,16,3693.239456
-95.367979,250,3723.978486
-141.967155,135,3739.073924
-54.186543,1,3742.077994
-53.49337,1,3745.117594
-51.535637,1,3748.136562
-54.673965,1,3751.185819
-53.163517,1,3754.195336
-40.564561,9,3758.10777
-53.123295,1,3761.142076
-53.670712,1,3764.179216
-56.473674,46,3772.173137
-51.720837,1,3775.176437
-55.472171,2,3778.297321
-52.439365,1,3781.299088
435.422248,231,3809.875288
-80.478192,34,3813.717334
-33.329107,7,3817.426099
-54.314156,1,3820.459198
-63.611563,154,3840.553675
-62.032657,194,3865.066575
-20.184069,120,3881.390143
-52.296658,1,3884.437206
-53.75145,1,3887.470379
-54.086269,1,3890.482935
-138.611913,139,3908.859631
-64.19714,6,3912.435633
-40.67027,37,3919.473813
-71.999761,150,3939.042823
-16.473571,124,3955.784147
-51.977612,1,3958.830092
-51.590038,1,3961.878294
-51.259601,2,3965.037369
-50.659035,1,3968.053303
70.401081,102,3982.304283
-53.309986,1,3985.33605
-53.480392,1,3988.363882
-72.279999,14,3992.832737
-54.056908,1,3995.843395
-49.892757,1,3998.864753
-54.07354,1,4001.881641
-52.267086,1,4004.896797
-53.820107,1,4007.916564
-160.773786,46,4015.921557
-53.575836,1,4018.953044
-100.940034,18,4023.854285
-54.391613,1,4026.883775
-50.164097,1,4029.937951
-45.419447,21,4035.180011
-54.02774,1,4038.231512
-52.387974,1,4041.26524
-54.555748,1,4044.292272
-53.461658,1,4047.340531
-53.371189,1,4050.385463
-51.60677,1,4053.443622
-53.757328,1,4056.462361
-47.624538,1,4059.4891
-51.329052,1,4062.521663
-50.287178,1,4065.545549
-50.7365,1,4068.578968
-52.740868,1,4071.586911
-49.905918,1,4074.605199
-53.255913,1,4077.63248
-71.835014,7,4081.340921
-52.004124,1,4084.374549
-73.695959,101,4098.472751
-50.15329,1,4101.485733
-53.736214,1,4104.523396
-53.61047,1,4107.54774
128.720044,198,4132.482758
-53.210209,1,4135.523438
-53.648682,1,4138.5559
